chr	pos	annotation	SIFT	POLYPHEN	maxCADD	priPhCons	GerpRS	FATHMM	benign
chr17	42992621	missense_variant	0	0.872	25.5	0.989	1254.1	0.98594	pathogenic
chr17	42992626	missense_variant	0	1	27.4	0.970	1254.1	0.98849	pathogenic
chr17	42992629	missense_variant	0	0.98	27.3	0.931	1254.1	0.98941	pathogenic
chr17	42992629	missense_variant	0.01	0.961	25.6	0.931	1254.1	0.99211	pathogenic
chr17	44039717	missense_variant	0.11	0.997	26.2	0.823	257.9	0.82381	pathogenic
chr17	44039717	missense_variant	0	0.007	26.2	0.823	257.9	0.82381	pathogenic
chr17	44039717	missense_variant	0	0.986	26.1	0.823	257.9	0.85544	pathogenic
chr17	44039717	missense_variant	0	0.855	26.1	0.823	257.9	0.85544	pathogenic
chr17	44073978	missense_variant	0.02	0.624	16.55	0.929	915	0.71454	pathogenic
chr17	44074004	missense_variant	0.01	0.661	21.5	0.964	915	0.85733	pathogenic
chr17	44074023	missense_variant	0	1	22.1	0.991	915	0.99073	pathogenic
chr17	44087690	missense_variant	0.12	0.748	17.42	0.998	623.7	0.88834	pathogenic
chr17	44087754	missense_variant	0	0.273	27.0	0.996	623.7	0.94326	pathogenic
chr17	44087755	missense_variant	0	0.903	34	0.995	623.7	0.96080	pathogenic
chr17	44087761	missense_variant	0.01	0.998	29.2	0.996	623.7	0.97686	pathogenic
chr17	44087767	missense_variant&splice_region_variant	0.62	0.316	20.2	0.997	623.7	0.84877	pathogenic
chr17	44091643	missense_variant	0.01	0.966	26.8	0.998	345.8	0.87507	pathogenic
chr17	44091652	missense_variant	0	0.972	34	0.996	345.8	0.94958	pathogenic
chr17	44095995	missense_variant	0	0.993	28.9	0.993	439.6	0.87774	pathogenic
chr17	44096011	missense_variant	0.29	0.064	24.6	0.997	439.6	0.86715	pathogenic
chr17	44096041	missense_variant	0	0.918	34	0.985	439.6	0.95004	pathogenic
chr17	44096092	missense_variant	0.25	0.007	14.83	0.807	439.6	0.85333	pathogenic
chr17	44101376	missense_variant	0	0.842	18.95	0.985	1150.9	0.99077	pathogenic
chr17	44101376	missense_variant	0	0.842	17.45	0.985	1150.9	0.99263	pathogenic
chr17	44101427	missense_variant	0	0.994	18.49	0.961	1150.9	0.92815	pathogenic
chr17	44143935	stop_gained	0	1	38	0.986	673.4	0.97656	pathogenic
chr17	44143935	missense_variant	0.01	0.973	26.2	0.986	673.4	0.97883	pathogenic
chr17	44248594	stop_gained	0	1	38	0.998	6176.6	0.97630	pathogenic
chr17	44851109	stop_gained	0	1	36	0.996	862.5	0.98886	pathogenic
chr17	45012488	missense_variant	0	0.991	29.9	0.963	679.3	0.99878	pathogenic
chr17	45361875	missense_variant	0	1	29.3	0.971	1034.9	0.98709	pathogenic
chr17	45361880	missense_variant	0	1	32	0.973	1034.9	0.99307	pathogenic
chr17	45363729	missense_variant	0.03	1	20.1	0.998	530.3	0.68959	pathogenic
chr17	45363730	missense_variant	0.35	0.957	21.3	0.998	530.3	0.91244	pathogenic
chr17	45363751	missense_variant	0	1	19.92	0.995	530.3	0.95591	pathogenic
chr17	45364494	missense_variant	0.11	0.906	16.11	0.971	611.1	0.76830	pathogenic
chr17	45368393	missense_variant	0	1	31	0.971	556.4	0.94235	pathogenic
chr17	45377854	stop_gained	0	1	20.4	0.771	265.1	0.99741	pathogenic
chr17	45384933	missense_variant	0	0.988	22.2	0.994	675.7	0.97676	pathogenic
chr17	45384947	missense_variant	0	1	21.6	0.963	675.7	0.99369	pathogenic
chr17	45384950	stop_gained	0	1	21.9	0.969	675.7	0.94376	pathogenic
chr17	45387535	missense_variant	0.02	0.993	22.1	0.967	297.1	0.98746	pathogenic
chr17	46023329	stop_gained	0	1	22.5	0.991	414.5	0.97629	pathogenic
chr17	46024047	missense_variant	0	1	21.6	0.862	267.8	0.93729	pathogenic
chr17	46607196	missense_variant	0	1	18.94	0.979	1095.5	0.97324	pathogenic
chr17	48154006	missense_variant	1	0.007	18.18	0.912	307	0.15496	pathogenic
chr17	48154006	missense_variant	0.07	0.805	17.08	0.912	307	0.34139	pathogenic
chr17	48244792	missense_variant	0.13	0.33	21.9	0.764	125	0.76073	pathogenic
chr17	48245014	missense_variant	0	0.977	22.6	0.948	274	0.98671	pathogenic
chr17	48245759	missense_variant	0	0.772	17.17	0.370	470.3	0.96362	pathogenic
chr17	48245873	missense_variant	0	0.679	22.3	0.959	470.3	0.97369	pathogenic
chr17	48245923	stop_gained	0	1	18.32	0.536	470.3	0.46842	pathogenic
chr17	48246607	missense_variant	0.01	0.98	21.7	0.911	597.3	0.83796	pathogenic
chr17	48262867	missense_variant	0	0	21.7	0.992	4337.8	0.95942	pathogenic
chr17	48263227	missense_variant	0	0	22.0	0.906	4337.8	0.96777	pathogenic
chr17	48263747	missense_variant	0	0	27.6	0.972	1556.3	0.97486	pathogenic
chr17	48264256	missense_variant	0.01	0	13.27	0.020	1556.3	0.90397	pathogenic
chr17	48264264	missense_variant	0	0	12.56	0.010	1556.3	0.94706	pathogenic
chr17	48264274	missense_variant	0	0	14.00	0.060	1556.3	0.84886	pathogenic
chr17	48264411	missense_variant	0	0	18.71	0.960	1556.3	0.94747	pathogenic
chr17	48264455	missense_variant	0	0	19.73	0.952	1556.3	0.96218	pathogenic
chr17	48265335	missense_variant	0	0	21.4	0.992	461	0.96650	pathogenic
chr17	48265474	missense_variant	0	0	16.45	0.364	208.1	0.97800	pathogenic
chr17	48265483	missense_variant	0.02	0	17.33	0.355	208.1	0.97601	pathogenic
chr17	48265916	missense_variant	0	0	20.8	0.984	344.3	0.96106	pathogenic
chr17	48265980	missense_variant	0	0	20.9	0.879	344.3	0.96499	pathogenic
chr17	48266126	stop_gained	0	1	14.80	0.317	155.9	0.91100	pathogenic
chr17	48266129	missense_variant	0	0	15.74	0.344	155.9	0.96533	pathogenic
chr17	48266138	missense_variant	0	0	16.07	0.308	155.9	0.96516	pathogenic
chr17	48266269	missense_variant	0.02	0	20.7	0.934	296.9	0.96983	pathogenic
chr17	48266281	missense_variant	0	0	19.50	0.955	296.9	0.97929	pathogenic
chr17	48266370	missense_variant&splice_region_variant	0	0	20.4	0.947	296.9	0.97815	pathogenic
chr17	48266791	missense_variant	0	0	20.8	0.923	509.8	0.95705	pathogenic
chr17	48266881	missense_variant	0	0	20.5	0.938	509.8	0.95705	pathogenic
chr17	48267228	missense_variant	0	0	27.8	0.789	268.3	0.97259	pathogenic
chr17	48267369	missense_variant	0	0	25.8	0.889	434.5	0.93547	pathogenic
chr17	48267388	missense_variant	0.02	0	27.6	0.974	434.5	0.96123	pathogenic
chr17	48267406	missense_variant	0	0	25.8	0.985	434.5	0.96042	pathogenic
chr17	48267695	missense_variant	0	0	26.1	0.953	289.6	0.97983	pathogenic
chr17	48267695	missense_variant	0.02	0	24.9	0.953	289.6	0.98030	pathogenic
chr17	48268230	missense_variant	0.03	1	33	0.971	411.1	0.98039	pathogenic
chr17	48268751	missense_variant	0.02	1	34	0.954	464.5	0.96720	pathogenic
chr17	48268769	missense_variant	0	1	33	0.684	464.5	0.96025	pathogenic
chr17	48268823	missense_variant	0	1	33	0.955	464.5	0.94851	pathogenic
chr17	48269166	missense_variant	0	1	35	0.723	349.4	0.97703	pathogenic
chr17	48269166	missense_variant	0	1	35	0.723	349.4	0.97439	pathogenic
chr17	48270399	missense_variant	0	0	22.1	0.986	158.6	0.96179	pathogenic
chr17	48270399	missense_variant	0	0	22.1	0.986	158.6	0.96179	pathogenic
chr17	48270399	missense_variant	0	0	22.0	0.986	158.6	0.95932	pathogenic
chr17	48270399	missense_variant	0	0	22.0	0.986	158.6	0.95932	pathogenic
chr17	48271366	missense_variant	0	0	20.7	0.982	375.3	0.97091	pathogenic
chr17	48271726	missense_variant	0	0	21.6	0.993	390.8	0.98085	pathogenic
chr17	48271736	missense_variant	0	0	22.2	0.951	390.8	0.95579	pathogenic
chr17	48271736	missense_variant	0	0	21.7	0.951	390.8	0.96945	pathogenic
chr17	48272460	missense_variant&splice_region_variant	0	0	15.52	0.076	250.4	0.98038	pathogenic
chr17	48273017	missense_variant	0	0	18.94	0.776	1053.8	0.98309	pathogenic
chr17	48273026	missense_variant&splice_region_variant	0	0	19.74	0.596	1053.8	0.98045	pathogenic
chr17	48273026	missense_variant&splice_region_variant	0	0	18.11	0.596	1053.8	0.96215	pathogenic
chr17	48273524	missense_variant	0	0	27.1	0.687	190.9	0.97672	pathogenic
chr17	48273698	missense_variant	0	0	29.8	0.995	249.7	0.96025	pathogenic
chr17	48274012	missense_variant	0	0	26.3	0.994	273.3	0.95544	pathogenic
chr17	48274022	missense_variant	0	0	27.4	0.955	273.3	0.96014	pathogenic
chr17	48274388	missense_variant	0	0	20.2	0.948	266.4	0.96217	pathogenic
chr17	48274414	missense_variant	0	0	21.2	0.981	266.4	0.96260	pathogenic
chr17	48275128	missense_variant	0	0	28.3	0.951	244.5	0.95715	pathogenic
chr17	48275538	missense_variant	0.01	0	20.4	0.992	208	0.98616	pathogenic
chr17	48275538	missense_variant	0.01	0	20.4	0.992	208	0.98616	pathogenic
chr17	48275538	missense_variant	0	0	21.2	0.992	208	0.98496	pathogenic
chr17	48275538	missense_variant	0	0	21.2	0.992	208	0.98496	pathogenic
chr17	54671687	missense_variant	0.01	0.995	10.33	0.007	6127.9	0.97374	pathogenic
chr17	54671687	missense_variant	0.01	0.995	10.33	0.007	6127.9	0.97374	pathogenic
chr17	54671687	missense_variant	0.01	0.999	11.18	0.007	6127.9	0.97640	pathogenic
chr17	54671687	missense_variant	0.01	0.999	11.18	0.007	6127.9	0.97640	pathogenic
chr17	54671688	missense_variant	0.01	1	9.961	0.007	6127.9	0.94827	pathogenic
chr17	54671912	stop_gained	0	1	19.00	0.995	6127.9	0.83267	pathogenic
chr17	54671970	stop_gained	0	1	15.80	0.610	6127.9	0.71067	pathogenic
chr17	54672083	missense_variant	0	1	19.84	0.997	6127.9	0.88251	pathogenic
chr17	54672135	missense_variant	0	1	20.3	0.993	6127.9	0.97686	pathogenic
chr17	54672149	missense_variant	0	1	20.5	0.990	6127.9	0.97948	pathogenic
chr17	54672195	missense_variant	0.01	0.999	20.8	0.998	6127.9	0.97488	pathogenic
chr17	54672199	missense_variant	0	0.987	18.79	0.998	6127.9	0.97544	pathogenic
chr17	54672233	missense_variant	0	1	20.3	0.995	6127.9	0.96197	pathogenic
chr17	54672248	missense_variant	0	0.99	19.38	0.997	6127.9	0.95503	pathogenic
chr17	54672249	missense_variant	0.03	0.463	18.35	0.997	6127.9	0.92058	pathogenic
chr17	54672252	missense_variant	0	1	21.4	0.998	6127.9	0.96238	pathogenic
chr17	54672280	missense_variant	0	0.999	18.00	0.989	6127.9	0.89312	pathogenic
chr17	54912283	stop_gained	0	1	22.5	0.991	1555.3	0.91417	pathogenic
chr17	56274355	missense_variant	0	0.782	33	0.947	623.3	0.98182	pathogenic
chr17	56283840	missense_variant	0	0.993	19.09	0.997	625.8	0.93045	pathogenic
chr17	56350186	missense_variant	0	1	16.61	0.997	589.9	0.95117	pathogenic
chr17	56350196	missense_variant	0	0.801	22.1	0.989	589.9	0.84938	pathogenic
chr17	56350895	missense_variant	0.01	0.92	19.53	0.864	631.5	0.96277	pathogenic
chr17	56350901	missense_variant	0	1	19.18	0.956	631.5	0.96115	pathogenic
chr17	56355397	missense_variant	0.05	0.107	23.9	0.940	813.1	0.86888	pathogenic
chr17	56356502	missense_variant	0	0.041	18.78	0.937	499.3	0.97044	pathogenic
chr17	56356914	missense_variant	0	0.991	25.3	0.365	297.9	0.95720	pathogenic
chr17	56770101	stop_gained	0	1	22.7	0.990	357.4	0.84930	pathogenic
chr17	56774151	missense_variant	0	0.999	21.2	0.990	624.3	0.79486	pathogenic
chr17	56774151	stop_gained	0	1	19.35	0.990	624.3	0.77354	pathogenic
chr17	56780562	stop_gained	0	1	16.93	0.873	592.9	0.14951	pathogenic
chr17	56780615	stop_gained	0	1	15.55	0.990	592.9	0.36656	pathogenic
chr17	56780686	stop_gained	0	1	18.32	0.985	592.9	0.86247	pathogenic
chr17	56787223	stop_gained	0	1	38	0.858	572.1	0.78025	pathogenic
chr17	56787287	missense_variant	0	0.99	34	0.991	572.1	0.94612	pathogenic
chr17	56801451	stop_gained	0	1	43	0.970	1773.7	0.71486	pathogenic
chr17	57161406	missense_variant	0.03	1	31	0.994	452.6	0.98673	pathogenic
chr17	58227435	missense_variant	0.09	0.689	9.483	0.002	NA	0.01753	pathogenic
chr17	58234014	missense_variant	0.11	0.003	0.001	0.001	NA	0.00974	pathogenic
chr17	58235718	missense_variant	0.03	0.866	33	0.917	93.7	0.80710	pathogenic
chr17	58235718	missense_variant	0	0.994	35	0.917	93.7	0.75829	pathogenic
chr17	59557282	missense_variant	0	1	29.3	0.985	1235.4	0.97544	pathogenic
chr17	59560831	missense_variant	0	0.512	23.1	0.977	2077.3	0.86876	pathogenic
chr17	59761175	stop_gained	0	1	36	0.227	1272.4	0.49070	pathogenic
chr17	59763337	stop_gained	0	1	36	0.316	468.8	0.08842	pathogenic
chr17	59793412	stop_gained	0	1	40	0.418	508.1	0.88358	pathogenic
chr17	59871059	stop_gained	0	1	38	0.968	549.7	0.99419	pathogenic
chr17	59876486	stop_gained	0	1	39	0.880	957.4	0.90388	pathogenic
chr17	59876561	stop_gained	0	1	38	0.957	957.4	0.95817	pathogenic
chr17	59876645	stop_gained	0	1	38	0.992	957.4	0.90042	pathogenic
chr17	59878688	stop_gained	0	1	39	0.991	789.8	0.94342	pathogenic
chr17	59878749	stop_gained	0	1	40	0.971	789.8	0.98002	pathogenic
chr17	59885849	missense_variant	0.06	0.063	22.8	0.950	4496.1	0.84468	pathogenic
chr17	59885942	stop_gained	0	1	36	0.946	4496.1	0.84206	pathogenic
chr17	59886079	stop_gained	0	1	36	0.976	4496.1	0.93495	pathogenic
chr17	59926513	stop_gained	0	1	38	0.992	585.6	0.82106	pathogenic
chr17	59926534	stop_gained	0	1	38	0.997	585.6	0.85851	pathogenic
chr17	59934449	stop_gained	0	1	33	0.664	410.6	0.10905	pathogenic
chr17	59937223	missense_variant	0.03	1	24.1	0.996	478.6	0.98821	pathogenic
chr17	59937223	missense_variant	0	1	26.4	0.996	478.6	0.98753	pathogenic
chr17	59937229	stop_gained	0	1	37	0.996	478.6	0.99016	pathogenic
chr17	59937229	missense_variant	0	0.999	33	0.996	478.6	0.98869	pathogenic
chr17	61557840	stop_gained	0	1	12.04	0.370	415.1	0.19501	pathogenic
chr17	61566074	stop_gained	0	1	37	0.164	321.3	0.87001	pathogenic
chr17	61574338	missense_variant	0.49	0.198	23.6	0.051	NA	0.97629	pathogenic
chr17	61994697	missense_variant	0.06	0.999	19.58	0.913	296.7	0.81157	pathogenic
chr17	61995163	missense_variant	0.01	0.054	12.63	0.012	281.5	0.91706	pathogenic
chr17	61995269	missense_variant	0.02	0.032	14.83	0.383	281.5	0.81368	pathogenic
chr17	61995432	missense_variant	0.04	0.997	18.99	0.776	165.2	0.82863	pathogenic
chr17	61995432	missense_variant	0	0.717	18.43	0.776	165.2	0.83670	pathogenic
chr17	61995818	stop_gained	0	1	12.09	0.089	222.2	0.52649	pathogenic
chr17	62007455	missense_variant	0.05	0.744	28.7	0.908	107	0.75351	pathogenic
chr17	62007626	stop_gained	0	1	9.588	0.054	NA	0.12960	pathogenic
chr17	62018868	missense_variant	0	0.995	24.7	0.985	2693.4	0.96709	pathogenic
chr17	62018877	missense_variant	0.02	1	32	0.998	2693.4	0.96825	pathogenic
chr17	62019159	missense_variant	0	0.896	27.1	0.992	2693.4	0.96749	pathogenic
chr17	62019163	missense_variant	0.01	0.028	24.1	0.990	2693.4	0.96439	pathogenic
chr17	62019174	missense_variant	0.02	0.341	24.2	0.989	2693.4	0.97653	pathogenic
chr17	62019214	missense_variant	0.04	0.61	26.0	0.994	2693.4	0.96439	pathogenic
chr17	62019275	missense_variant	0	0.936	26.1	0.375	2693.4	0.96672	pathogenic
chr17	62019299	missense_variant	0	0.969	33	0.761	2693.4	0.96672	pathogenic
chr17	62019300	missense_variant	0	0.172	25.2	0.766	2693.4	0.89192	pathogenic
chr17	62019317	missense_variant	0	0.75	25.0	0.836	2693.4	0.97819	pathogenic
chr17	62019344	missense_variant	0	1	25.5	0.486	2693.4	0.99575	pathogenic
chr17	62020366	missense_variant	0	0.989	24.8	0.996	762.6	0.92229	pathogenic
chr17	62020396	missense_variant	0.01	0.989	24.8	0.991	762.6	0.92229	pathogenic
chr17	62021185	missense_variant	0	0.999	18.02	0.942	305.2	0.92443	pathogenic
chr17	62021206	missense_variant	0	0.356	18.05	0.774	305.2	0.90342	pathogenic
chr17	62021206	missense_variant	0	0.356	18.05	0.774	305.2	0.90342	pathogenic
chr17	62021206	missense_variant	0	0.356	18.05	0.774	305.2	0.90342	pathogenic
chr17	62021206	missense_variant	0	0.055	17.10	0.774	305.2	0.90758	pathogenic
chr17	62021206	missense_variant	0.01	0.362	17.10	0.774	305.2	0.90758	pathogenic
chr17	62021206	missense_variant	0.01	0.362	17.10	0.774	305.2	0.90758	pathogenic
chr17	62021206	missense_variant	0	0.055	17.85	0.774	305.2	0.88537	pathogenic
chr17	62021206	missense_variant	0	0.666	17.85	0.774	305.2	0.88537	pathogenic
chr17	62021206	missense_variant	0	0.055	17.85	0.774	305.2	0.88537	pathogenic
chr17	62022054	missense_variant	0	0.999	25.6	0.993	297.4	0.79817	pathogenic
chr17	62022068	missense_variant	0	0.469	27.8	0.938	297.4	0.87033	pathogenic
chr17	62022962	missense_variant	0	0.812	25.1	0.996	769.9	0.91542	pathogenic
chr17	62022968	missense_variant	0	1	27.4	0.995	769.9	0.94722	pathogenic
chr17	62022974	missense_variant	0.02	0.995	32	0.983	769.9	0.91441	pathogenic
chr17	62022974	missense_variant	0.13	0.997	26.9	0.983	769.9	0.89836	pathogenic
chr17	62024451	missense_variant	0	0.899	20.8	0.990	383.8	0.72709	pathogenic
chr17	62024460	missense_variant	0	0.997	19.46	0.977	383.8	0.79953	pathogenic
chr17	62024460	missense_variant	0	0.899	20.7	0.977	383.8	0.75938	pathogenic
chr17	62029226	missense_variant	0.02	0.975	29.4	0.989	1234.9	0.98875	pathogenic
chr17	62034787	missense_variant	0.02	1	28.1	0.987	1081.1	0.94343	pathogenic
chr17	62034820	missense_variant	0	1	25.8	0.836	1081.1	0.93228	pathogenic
chr17	62034833	missense_variant	0.02	0.838	25.5	0.990	1081.1	0.90935	pathogenic
chr17	62034874	missense_variant	0	0.951	34	0.937	1081.1	0.96329	pathogenic
chr17	62034875	missense_variant	0	0.987	29.0	0.928	1081.1	0.78874	pathogenic
chr17	62034875	missense_variant	0	0.987	29.0	0.928	1081.1	0.78874	pathogenic
chr17	62034875	missense_variant	0	0.942	25.8	0.928	1081.1	0.80873	pathogenic
chr17	62034875	missense_variant	0	0.905	25.8	0.928	1081.1	0.80873	pathogenic
chr17	62036629	missense_variant	0.01	0.907	35	0.974	620.7	0.99191	pathogenic
chr17	62036629	missense_variant	0	0.948	35	0.974	620.7	0.99089	pathogenic
chr17	62036630	missense_variant	0	0.948	35	0.979	620.7	0.98372	pathogenic
chr17	62036630	missense_variant	0	0.948	35	0.979	620.7	0.98372	pathogenic
chr17	62036630	missense_variant	0	0.969	35	0.979	620.7	0.98372	pathogenic
chr17	62036630	missense_variant	0.01	0.85	31	0.979	620.7	0.98556	pathogenic
chr17	62036630	missense_variant	0.01	0.85	31	0.979	620.7	0.98556	pathogenic
chr17	62036630	missense_variant	0.01	0.907	31	0.979	620.7	0.98556	pathogenic
chr17	62036630	missense_variant	0	0.873	31	0.979	620.7	0.96389	pathogenic
chr17	62036630	missense_variant	0	0.873	31	0.979	620.7	0.96389	pathogenic
chr17	62036630	missense_variant	0	0.873	31	0.979	620.7	0.96389	pathogenic
chr17	62036638	missense_variant	0	0.95	35	0.982	620.7	0.97395	pathogenic
chr17	62041947	missense_variant	0	0.999	31	0.700	719.6	0.97593	pathogenic
chr17	62049557	missense_variant	0.31	0.004	21.0	0.935	1328.6	0.91221	pathogenic
chr17	62474046	missense_variant	0.01	1	28.9	0.605	566.4	0.97805	pathogenic
chr17	62481850	missense_variant	0	0.995	26.2	0.143	546.1	0.98968	pathogenic
chr17	62489087	missense_variant	0	1	22.0	0.991	854.2	0.98568	pathogenic
chr17	63193278	missense_variant	0	1	30	0.980	461.8	0.98073	pathogenic
chr17	63532463	stop_gained	0	1	22.1	0.818	1175.2	0.98811	pathogenic
chr17	63532590	stop_gained	0	1	22.2	0.998	1175.2	0.91331	pathogenic
chr17	63532613	stop_gained	0	1	21.8	0.916	1175.2	0.92007	pathogenic
chr17	66511622	stop_gained	0	1	36	0.946	576.6	0.94477	pathogenic
chr17	66511649	stop_gained	0	1	36	0.995	576.6	0.90996	pathogenic
chr17	66511664	missense_variant	0.01	0.564	24.6	0.888	576.6	0.64991	pathogenic
chr17	66511664	stop_gained	0	1	35	0.888	576.6	0.60599	pathogenic
chr17	66519005	stop_gained	0	1	39	0.994	603.4	0.95976	pathogenic
chr17	66521983	missense_variant	0	0.999	22.7	0.972	693.4	0.99070	pathogenic
chr17	66522027	stop_gained	0	1	22.0	0.994	693.4	0.90866	pathogenic
chr17	66526424	missense_variant	0	0.797	19.05	0.603	1888.4	0.96841	pathogenic
chr17	66526448	missense_variant	0	0.999	22.2	0.976	1888.4	0.98402	pathogenic
chr17	66526546	stop_gained	0	1	21.9	0.994	1888.4	0.97211	pathogenic
chr17	66526561	missense_variant	0	0.38	22.3	0.998	1888.4	0.98972	pathogenic
chr17	66533812	stop_gained	0	1	19.43	0.772	566.6	0.91833	pathogenic
chr17	66533812	missense_variant	0.03	0.971	17.91	0.772	566.6	0.92515	pathogenic
chr17	66538937	stop_gained	0	1	20.9	0.981	491.3	0.92434	pathogenic
chr17	68171341	missense_variant	0	1	29.8	0.906	6830.3	0.99226	pathogenic
chr17	68171379	missense_variant	0	1	29.7	0.823	6830.3	0.93923	pathogenic
chr17	68171380	missense_variant	0	0.998	34	0.823	6830.3	0.99122	pathogenic
chr17	68171382	missense_variant	0	0.989	27.2	0.807	6830.3	0.98534	pathogenic
chr17	68171391	missense_variant	0	0.999	29.5	0.820	6830.3	0.99122	pathogenic
chr17	68171392	missense_variant	0	1	26.3	0.832	6830.3	0.98900	pathogenic
chr17	68171400	missense_variant	0	0.992	25.0	0.809	6830.3	0.98896	pathogenic
chr17	68171403	missense_variant	0	0.996	25.0	0.797	6830.3	0.98896	pathogenic
chr17	68171404	missense_variant	0	1	29.3	0.796	6830.3	0.98799	pathogenic
chr17	68171404	missense_variant	0	1	29.3	0.796	6830.3	0.98799	pathogenic
chr17	68171404	missense_variant	0	1	32	0.796	6830.3	0.98337	pathogenic
chr17	68171404	missense_variant	0	1	32	0.796	6830.3	0.98337	pathogenic
chr17	68171412	missense_variant	0	1	29.4	0.950	6830.3	0.99226	pathogenic
chr17	68171413	missense_variant	0	0.999	28.4	0.958	6830.3	0.98896	pathogenic
chr17	68171424	missense_variant	0	1	32	0.992	6830.3	0.89348	pathogenic
chr17	68171425	missense_variant	0	0.999	34	0.992	6830.3	0.99122	pathogenic
chr17	68171481	missense_variant	0.07	0.611	24.0	0.990	6830.3	0.95849	pathogenic
chr17	68171548	missense_variant	0	0.876	25.9	0.858	6830.3	0.98596	pathogenic
chr17	68171587	missense_variant	0.06	0.997	26.3	0.967	6830.3	0.98643	pathogenic
chr17	68171610	missense_variant	0.01	1	28.0	0.963	6830.3	0.99254	pathogenic
chr17	68171611	missense_variant	0	1	28.2	0.961	6830.3	0.99254	pathogenic
chr17	68171611	missense_variant	0	1	28.2	0.961	6830.3	0.99254	pathogenic
chr17	68171611	missense_variant	0	1	26.3	0.961	6830.3	0.99406	pathogenic
chr17	68171611	missense_variant	0	1	26.3	0.961	6830.3	0.99406	pathogenic
chr17	68171616	missense_variant	0	1	26.0	0.927	6830.3	0.99028	pathogenic
chr17	68171617	missense_variant	0	1	27.9	0.921	6830.3	0.99254	pathogenic
chr17	68171617	missense_variant	0	1	27.9	0.921	6830.3	0.99254	pathogenic
chr17	68171617	missense_variant	0	1	26.2	0.921	6830.3	0.99406	pathogenic
chr17	68171617	missense_variant	0	1	26.2	0.921	6830.3	0.99406	pathogenic
chr17	68171641	missense_variant	0	1	28.2	0.793	6830.3	0.99350	pathogenic
chr17	68171694	missense_variant	0.27	0.999	25.8	0.849	6830.3	0.99264	pathogenic
chr17	68171737	missense_variant	0	1	31	0.964	6830.3	0.99588	pathogenic
chr17	68171754	missense_variant	0	0.998	25.3	0.876	6830.3	0.99729	pathogenic
chr17	68171755	missense_variant	0	1	28.4	0.858	6830.3	0.99588	pathogenic
chr17	68171824	missense_variant	0	0.996	28.0	0.886	6830.3	0.99223	pathogenic
chr17	68171826	missense_variant	0	1	25.3	0.845	6830.3	0.99141	pathogenic
chr17	68171830	missense_variant	0	0.997	26.5	0.801	6830.3	0.98458	pathogenic
chr17	68171832	missense_variant	0	1	33	0.800	6830.3	0.89962	pathogenic
chr17	68171833	missense_variant	0	0.998	33	0.799	6830.3	0.99223	pathogenic
chr17	68171859	missense_variant	0	1	25.0	0.224	6830.3	0.99436	pathogenic
chr17	68171959	missense_variant	0	1	32	0.535	6830.3	0.99620	pathogenic
chr17	68172079	missense_variant	0	1	25.6	0.951	6830.3	0.98818	pathogenic
chr17	68172079	missense_variant	0	1	25.6	0.951	6830.3	0.98818	pathogenic
chr17	68172079	missense_variant	0	1	25.6	0.951	6830.3	0.98818	pathogenic
chr17	68172079	missense_variant	0.03	1	24.6	0.951	6830.3	0.99000	pathogenic
chr17	68172079	missense_variant	0.03	1	24.6	0.951	6830.3	0.99000	pathogenic
chr17	68172079	missense_variant	0.03	1	24.6	0.951	6830.3	0.99000	pathogenic
chr17	68172079	missense_variant	0	1	25.3	0.951	6830.3	0.98931	pathogenic
chr17	68172079	missense_variant	0	1	25.3	0.951	6830.3	0.98931	pathogenic
chr17	68172079	missense_variant	0	1	25.3	0.951	6830.3	0.98931	pathogenic
chr17	68172084	missense_variant	0	1	29.2	0.935	6830.3	0.99138	pathogenic
chr17	68172087	missense_variant	0	0.855	26.1	0.856	6830.3	0.98823	pathogenic
chr17	68172093	missense_variant	0	1	25.1	0.735	6830.3	0.99016	pathogenic
chr17	68172093	missense_variant	0	1	25.1	0.735	6830.3	0.99016	pathogenic
chr17	68172093	missense_variant	0.02	0.996	25.0	0.735	6830.3	0.98905	pathogenic
chr17	68172093	missense_variant	0.02	0.996	25.0	0.735	6830.3	0.98905	pathogenic
chr17	68172101	missense_variant	0.01	0.994	26.5	0.476	6830.3	0.99138	pathogenic
chr17	68172106	missense_variant	0.06	1	23.6	0.136	6830.3	0.98352	pathogenic
chr17	68172114	missense_variant	0	1	35	0.868	6830.3	0.97134	pathogenic
chr17	68172231	missense_variant	0	0.046	23.6	0.612	6830.3	0.97254	pathogenic
chr17	68172445	missense_variant	0.08	0.186	24.3	0.980	6830.3	0.98427	pathogenic
chr17	68172445	missense_variant	0.01	0.358	25.9	0.980	6830.3	0.98310	pathogenic
chr17	68172445	missense_variant	0.01	0.089	25.6	0.980	6830.3	0.98542	pathogenic
chr17	70117759	missense_variant	0	0.999	22.5	0.970	3167.7	0.95615	pathogenic
chr17	70118890	missense_variant	0	0.197	22.2	0.994	864.5	0.87788	pathogenic
chr17	70118900	missense_variant	0.01	0.67	22.7	0.986	864.5	0.98225	pathogenic
chr17	70118921	missense_variant	0	0.686	22.6	0.873	864.5	0.97448	pathogenic
chr17	70118945	missense_variant	0	0.389	22.4	0.957	864.5	0.95078	pathogenic
chr17	70120318	stop_gained	0	1	21.2	0.986	2392.6	0.50813	pathogenic
chr17	70120318	stop_gained	0	1	21.2	0.986	2392.6	0.50813	pathogenic
